"ModulesID","Parent","IsParent","Status","MenuOrder","viewName","Name","Link"
"412","407","1","0","4","Brand Wise","HireStock Brand Wise","/HireStockReport/BrandWise"
"425","424","1","0","1","Create","PackingList Create","/PackingList/Create"
"426","424","0","0","2","List","PackingList List","/PackingList/Index"
"427","426","1","0","100","Edit","Edit PackingList","/PackingList/Edit"
"428","426","1","0","100","Delete","Delete PackingList","/PackingList/Delete"
"1048","433","1","0","100","All PurchaseQuotation Entry","All PurchaseQuotation Entry","#"
"456","455","1","0","1","Create","MRNote Entry","/MRNote/Create"
"457","455","0","0","2","List","MRNote List","/MRNote/Index"
"458","457","1","0","100","Edit","Edit MRNote","/MRNote/Edit"
"459","457","1","0","100","View","View MRNote","/MRNote/Details"
"460","457","1","0","100","Delete","Delete MRNote","/MRNote/Delete"
"461","457","1","0","100","Download","Download MRNote","/MRNote/Download"
"465","464","0","0","1","Create","MaterialRequisition Entry","/MaterialRequisition/Create"
"466","464","0","0","2","List","MaterialRequisition List","/MaterialRequisition/Index"
"6085","464","1","0","101","override material requisition","override material requisition","#"
"6086","464","1","0","3","Approvals","Approvals","/MaterialRequisition/ApprovalList"
"467","466","1","0","100","Edit","Edit MaterialRequisition","/MaterialRequisition/Edit"
"468","466","1","0","100","Details","View MaterialRequisition","/MaterialRequisition/Details"
"469","466","1","0","100","Delete","Delete MaterialRequisition","/MaterialRequisition/Delete"
"470","466","1","0","100","Download","Download MaterialRequisition","/MaterialRequisition/Download"
"1048","466","1","0","100","All MaterialRequisition Entry","All MaterialRequisition Entry","#"
"473","472","0","0","1","Create","ChequePrinting Entry","/ChequePrinting/Create"
"474","472","0","0","2","List","ChequePrinting List","/ChequePrinting/Index"
"475","474","1","0","100","Delete","Delete ChequePrinting","/ChequePrinting/Delete"
"477","476","1","0","100","Create","Create ProjectStatus","/ProjectStatus/Create"
"478","476","1","0","100","Edit","Edit ProjectStatus","/ProjectStatus/Edit"
"479","476","1","0","100","Delete","Delete ProjectStatus","/ProjectStatus/Delete"
"491","490","1","0","10","P&L Summery","P&L Summery","/MyReports/PLSummary"
"493","490","1","0","10","Project Profitability","Project Profitability","/MyReports/ProjectProfitability"
"545","544","1","0","1","Create","Create PipeLine","/PipeLine/Create"
"546","544","0","0","2","List","PipeLine List","/PipeLine/Index"
"550","544","1","0","3","MyPipeline","MyPipeline","/PipeLine/MyPipeline"
"547","546","1","0","100","Edit","Edit PipeLine","/PipeLine/Edit"
"548","546","1","0","100","Delete","Delete PipeLine","/PipeLine/Delete"
"549","546","1","0","100","View","View PipeLine","/PipeLine/Details"
"554","553","0","0","1","Create","CrossHireReturn Entry","/CrossHireReturn/Create"
"556","553","0","0","10","List","CrossHireReturn List","/CrossHireReturn/Index"
"583","553","1","1","100","All CrossHireReturn","All CrossHireReturn","#"
"555","556","1","0","2","Edit","Edit CrossHireReturn","/CrossHireReturn/Edit"
"557","556","1","0","10","Delete","Delete CrossHireReturn","/CrossHireReturn/Delete"
"558","556","1","0","10","Details","View CrossHireReturn","/CrossHireReturn/Details"
"438","559","1","0","16","SalesReturn ItemWise","SalesReturn ItemWise","/MyReports/SalesReturnItemWise"
"560","559","1","0","10","Item Wise","SalesReturn Item Wise","/SalesReturnReport/ItemWise"
"561","559","1","0","10","Customer ItemWise","SalesReturn Customer ItemWise","/SalesReturnReport/CustomerItemWise"
"562","559","1","0","10","Category Wise","SalesReturn Category Wise","/SalesReturnReport/CategoryWise"
"563","559","1","0","10","Customer Wise","SalesReturn Customer Wise","/SalesReturnReport/CustomerWise"
"564","559","1","0","10","Executive Wise","SalesReturn Executive Wise","/SalesReturnReport/ExecutiveWise"
"565","559","1","0","10","Brand Wise","SalesReturn Brand Wise","/SalesReturnReport/BrandWise"
"566","559","1","0","10","Invoice ItemWise","SalesReturn Invoice ItemWise","/SalesReturnReport/InvoiceItemWise"
"6107","559","1","0","1","All Sales Return","All Sales Return","/SalesReport/AllSalesReturn"
"234343443","559","1","0","1","Sales Return Profit","Sales Return Profit","/SalesReturnReport/salesprofit"
"568","567","1","0","10","Brand Wise","PurchaseReturn Brand Wise","/PurchaseReturnReport/BrandWise"
"569","567","1","0","10","Item Wise","PurchaseReturn Item Wise","/PurchaseReturnReport/ItemWise"
"570","567","1","0","10","Supplier Wise","PurchaseReturn Supplier Wise","/PurchaseReturnReport/SupplierWise"
"571","567","1","0","10","Supplier ItemWise","PurchaseReturn Supplier ItemWise","/PurchaseReturnReport/SupplierItemWise"
"572","567","1","0","10","Category Wise","PurchaseReturn Category Wise","/PurchaseReturnReport/CategoryWise"
"573","567","1","0","10","Invoice ItemWise","PurchaseReturn Invoice ItemWise","/PurchaseReturnReport/InvoiceItemWise"
"574","567","1","0","10","Executive Wise","PurchaseReturn Executive Wise","/PurchaseReturnReport/ExecutiveWise"
"6108","567","1","0","1","All Purchase Return","All Purchase Return","/PurchaseReport/Allpurchasereturn"
